states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-17.890208604683245,-18.021663111226147,-17.387902106269152,-17.97336266815682,-17.391167203381357,-18.015048933101134
"(0, 1)",-17.39009298737448,-18.20399001397442,-17.406060508428705,-18.204605421663764,-17.414308702170437,-18.200299710138584
"(0, 2)",-15.233358115873216,-15.400550155231825,-15.388725371075134,-15.289354210651801,-15.256532888144536,-15.291069540029364
"(0, 3)",-15.303780010833929,-15.148428049808262,-15.156792466221864,-15.14813834302346,-15.164154534592804,-15.416642105453938
"(0, 4)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-17.19927526171476,-17.178601161885638,-16.957935451636047,-17.229310791389125,-17.11750684811102,-17.21378526276847
"(1, 1)",-17.461664930408766,-17.554501881039215,-17.324735540896352,-17.560965032491634,-16.71843843387407,-17.569965110052777
"(1, 2)",-16.61061206645776,-17.663661837132285,-16.57363271600811,-18.203343706851737,-16.55288170139912,-18.207484363148005
"(1, 3)",-16.607873683581836,-17.110517013866556,-16.56253274831372,-17.635117721005763,-16.87719848864611,-18.08604482854226
"(1, 4)",-16.572165538129205,-16.59609582075993,-16.849688800540665,-16.997235374562358,-17.34544514234222,-17.78150016163039
"(1, 5)",-15.236393781259116,-15.199694116788795,-15.396768231606819,-15.258476488782012,-15.2152047525346,-15.23977101091463
"(1, 6)",-14.924786863552564,-14.842732936869941,-14.721916626401931,-14.76692098863958,-14.794924828758244,-14.751265125711688
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(2, 0)",-16.378073522620575,-16.418636874513005,-16.297132266664953,-16.389014104948497,-15.843811576456382,-16.296939489194607
"(2, 1)",-16.207915916071535,-16.1648268672662,-15.750163462761407,-16.21624611923583,-16.262286233235844,-16.45234977841545
"(2, 2)",-16.368170434896054,-17.38363469415743,-16.64819594642692,-17.486750056607292,-16.633141160994686,-17.36378711414834
"(2, 3)",-16.765063392042443,-16.979696594192802,-16.743393699581617,-17.596421215678813,-15.721160161598236,-17.7351680215265
"(2, 4)",-16.777532624653606,-15.871128879242512,-15.7173176065053,-16.98270411849298,-16.415784027415615,-17.722362001783694
"(2, 5)",-15.707892267599922,-16.846419561864103,-16.427306379971647,-16.009797315604445,-16.394492487664436,-17.122571524355337
"(2, 6)",-16.56418402250877,-16.629751564174352,-16.642239302873588,-16.631289431327687,-16.742352151540658,-16.082502777354247
"(2, 7)",-16.64500262748705,-16.358506234581764,-16.708859404032648,-16.65101471332515,-16.678915576295555,-16.64505186586278
"(2, 8)",-15.777843372812002,-15.838591798980293,-15.763686321281753,-15.858239677439279,-15.758685646512392,-15.787379594214
"(2, 9)",-15.658649593427644,-15.707636160572996,-15.730400748927334,-15.816756164048677,-15.72872051002948,-15.666826747600124
"(2, 10)",-15.698802280056276,-15.715339300167326,-15.65823976310776,-15.721182318184077,-15.633496927597076,-15.730212032621631
"(2, 11)",-15.752813441087412,-15.700563777434702,-15.717418120350693,-15.662667641447218,-15.71566575388254,-15.704387394885606
"(2, 12)",-15.733265550552137,-15.687752995066544,-15.744361321997646,-15.74397658113424,-15.671773550258864,-15.730826852319378
"(2, 13)",-15.685984932314641,-15.723285424108992,-15.69544975447387,-15.66958026641392,-15.724550274064228,-15.711757433447843
"(2, 14)",-15.685743675546696,-15.678676950416218,-15.677060379900341,-15.753802643108537,-15.740421351156396,-15.723899554288858
"(2, 15)",-15.692041398140478,-15.675260278156795,-15.678339595950835,-15.69675485166433,-15.663445776954601,-15.68093217574331
"(2, 16)",-15.76567212675011,-15.718479851762497,-15.743279494884334,-15.699721492479721,-15.749830542052505,-15.739656060490297
"(2, 17)",-15.709329298237504,-15.716270887028466,-15.708992532845626,-15.675957060059064,-15.66425806755746,-15.740867232600433
"(2, 18)",-15.617801959447803,-15.650111353386722,-15.66447059626912,-15.62547908530592,-15.693642800111894,-15.632187309408758
"(2, 19)",-15.951489641803963,-15.947125698803902,-15.966194808240578,-15.949458630148978,-15.97270520845421,-15.97280069461117
"(3, 0)",-15.632357547449837,-15.668474516876197,-15.653711332698691,-15.681633279240867,-15.624403636188536,-15.611868791460996
"(3, 1)",-15.609092937535362,-15.47866771684458,-15.475748618001747,-15.743329286116388,-14.924303837527583,-15.562275492932155
"(3, 2)",-15.61698988484339,-15.39883600548382,-14.861876087646863,-15.664924880640111,-15.450660205504434,-15.615075580703598
"(3, 3)",-15.531021024973109,-17.031302548706698,-15.502043289652367,-16.483330455198193,-15.268831383160542,-16.534630744553315
"(3, 4)",-16.29667461791429,-16.001048509061604,-16.191463272613348,-16.65033621454777,-16.205750655940115,-16.42067721520901
"(3, 5)",-16.35896854834071,-16.51071729392536,-16.515694194301002,-15.894275769378382,-16.329539819016752,-16.500921845960274
"(3, 6)",-14.855171000870499,-15.542799981504398,-15.682083203309572,-15.513392121857422,-15.294053754034092,-15.966990281777868
"(3, 7)",-16.503902042867164,-16.193537715581712,-16.578147454313722,-15.546272277687375,-16.590153486085278,-16.419900214726486
"(3, 8)",-16.596380182003998,-16.436456122915523,-16.755122021530607,-16.484363100823607,-16.684904172519712,-15.549461568504022
"(3, 9)",-16.83164089626438,-16.785222171587453,-16.835836653339673,-16.77086498564355,-16.800156633301143,-16.38149783552793
"(3, 10)",-16.884713272039534,-16.837637467383676,-16.853668977455964,-16.868844811678233,-16.84058194329463,-16.8607836514236
"(3, 11)",-16.77973967408287,-16.83315241982928,-16.84376417337019,-16.80671584120478,-16.848502164041157,-16.84473466069476
"(3, 12)",-16.799865984973906,-16.84573314230294,-16.782260498325417,-16.86117092098017,-16.84306002961499,-16.82004955121441
"(3, 13)",-16.86919653357512,-16.819403353696373,-16.794496774078006,-16.836545497548325,-16.853846642799027,-16.860863662828574
"(3, 14)",-16.857972429009347,-16.89472007304521,-16.786846099799323,-16.849776912796052,-16.81486122516673,-16.781752849839172
"(3, 15)",-16.835388232240042,-16.81731912468639,-16.76926603068864,-16.847888153570985,-16.803748095224183,-16.8498307936429
"(3, 16)",-16.85690638214498,-16.844189401884233,-16.814499279420648,-16.878352190619413,-16.869337406170366,-16.827084103889103
