states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-11.607009701283712,-11.798920278600761,-11.370693263297593,-11.73945166804679,-11.553936607323946,-11.820781221351615
"(0, 1)",-11.327522175854302,-12.116646990496752,-10.38024151591565,-12.129266381809295,-11.389332346640193,-12.153189947048721
"(0, 2)",-10.730945137628604,-10.845083526681435,-10.900792393120998,-10.944347240304678,-10.951717868647808,-10.84476432017991
"(0, 3)",-11.164470968535545,-11.139853114221763,-11.115027123631833,-10.598773176354122,-11.182148930425397,-11.181194201455554
"(0, 4)",-9.755811935980832,-9.860355909348478,-9.832927871927366,-9.766094206330003,-9.873209365363088,-9.749856344393304
"(0, 5)",-9.603606644734212,-9.701296116328013,-9.503524209633696,-9.665173639457066,-9.721937202455527,-9.569923061523884
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-10.849161901509103,-10.84928304129452,-10.844601250636861,-10.954121363339324,-10.396852374672411,-11.024653968092775
"(1, 1)",-11.387263033442496,-11.505445405068706,-11.04328707825783,-11.514768055767224,-11.546733093390669,-11.583172622786195
"(1, 2)",-11.051907564290149,-11.966103124411651,-11.616138360482978,-11.73461392096894,-11.70928040143721,-11.763487773787688
"(1, 3)",-11.806221499957784,-11.205119096081422,-11.893055328619834,-12.027650848238476,-11.870615142995497,-11.982063207221774
"(1, 4)",-11.753896980318956,-11.140182734631088,-11.634677286682141,-11.671652743971896,-11.864637513864889,-11.941890495209048
"(1, 5)",-9.57984452538886,-9.3536922713804,-9.557186714086997,-9.403148668033909,-9.354421282097483,-9.3548191237693
"(1, 6)",-8.868555156571409,-8.874760324464182,-8.96341719407363,-8.91805245064045,-9.117242052335502,-8.834062173024464
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(2, 0)",-10.553713503390963,-10.640133277390087,-10.506085207695097,-10.594221353152024,-10.274879570467041,-10.555442828027674
"(2, 1)",-10.876421591052738,-10.872390882988347,-10.835056112660205,-10.967073063146561,-9.855774413168177,-11.126215870594429
"(2, 2)",-10.281993409231418,-11.78849434434211,-10.77603383943864,-11.461290697337922,-11.137747841995418,-11.515443171472342
"(2, 3)",-10.311295673389264,-11.15905176715358,-10.478948534951776,-11.380787067495133,-9.372226338412416,-12.135893898016489
"(2, 4)",-11.046072600996652,-11.014013381615532,-11.012642135647523,-11.140313613147418,-10.428030443653398,-11.496042307930646
"(2, 5)",-11.247028500816963,-11.261890653034609,-11.264685175271786,-10.930821696710863,-11.313797055079,-11.264410444787337
"(2, 6)",-11.16488695824264,-11.168001296305432,-11.174018715742875,-11.163915000945378,-11.23225545668336,-10.937346664330052
"(2, 7)",-10.908003208511806,-11.098821975060334,-11.150658772253118,-11.118894337348468,-11.124978162695724,-11.148919661022072
"(2, 8)",-11.029340338759127,-11.042452215174634,-11.018658822418036,-10.970537593796958,-10.982941825018074,-11.032805127577793
"(2, 9)",-10.994534082535548,-10.998945126909579,-10.977342895549873,-11.006588416599152,-11.054550318935036,-10.976844883182327
"(2, 10)",-11.02718076357581,-10.966170893725778,-10.970834073898155,-10.955009925238725,-10.996795843631677,-11.01610016409615
"(2, 11)",-10.943431696646476,-10.985727893914197,-10.989509728482254,-11.004372220211211,-10.956915177520639,-11.095326853725226
