one,two,three
7.0,3.0,5.0
15.0,20.0,10.0
88.0,80.0,75.0
8.0,5.0,2.0
58.0,54.0,65.0
4.0,7.0,1.0
21.0,15.0,21.0
3.0,3.0,1.0
3.0,3.0,2.0
23.0,22.0,27.0
4.0,6.0,11.0
13.0,14.0,9.0
10.0,7.0,11.0
5.0,11.0,16.0
7.0,5.0,8.0
6.0,3.0,4.0
7.0,4.0,7.0
36.0,37.0,30.0
6.0,4.0,3.0
0.0,1.0,0.0
15.0,11.0,6.0
30.0,18.0,30.0
7.0,8.0,11.0
27.0,21.0,26.0
15.0,13.0,8.0
8.0,3.0,7.0
0.0,0.0,0.0
11.0,24.0,7.0
7.0,5.0,3.0
5.0,1.0,9.0
47.0,36.0,38.0
8.0,7.0,7.0
4.0,2.0,5.0
2.0,1.0,0.0
6.0,8.0,6.0
13.0,24.0,12.0
12.0,14.0,13.0
7.0,5.0,5.0
6.0,1.0,4.0
15.0,14.0,14.0
10.0,11.0,6.0
41.0,37.0,28.0
4.0,8.0,12.0
17.0,15.0,24.0
6.0,10.0,4.0
4.0,2.0,6.0
13.0,24.0,12.0
16.0,23.0,13.0
19.0,11.0,14.0
36.0,54.0,51.0
9.0,11.0,12.0
11.0,15.0,12.0
19.0,20.0,19.0
5.0,5.0,3.0
20.0,17.0,12.0
4.0,5.0,6.0
1.0,4.0,7.0
8.0,9.0,14.0
4.0,4.0,4.0
6.0,7.0,7.0
2.0,4.0,1.0
8.0,4.0,7.0
15.0,10.0,13.0
23.0,16.0,28.0
2.0,4.0,4.0
23.0,28.0,19.0
51.0,42.0,40.0
53.0,52.0,52.0
3.0,3.0,3.0
20.0,18.0,20.0
3.0,7.0,3.0
11.0,12.0,10.0
1.0,0.0,1.0
14.0,19.0,16.0
4.0,4.0,2.0
10.0,8.0,5.0
1.0,0.0,2.0
8.0,2.0,0.0
13.0,14.0,14.0
13.0,11.0,15.0
26.0,22.0,26.0
12.0,12.0,12.0
13.0,12.0,13.0
59.0,50.0,50.0
7.0,10.0,18.0
0.0,0.0,0.0
4.0,3.0,1.0
1.0,0.0,1.0
5.0,10.0,4.0
0.0,3.0,2.0
14.0,17.0,20.0
76.0,72.0,82.0
2.0,5.0,7.0
17.0,6.0,10.0
5.0,6.0,6.0
14.0,5.0,8.0
5.0,13.0,3.0
2.0,1.0,4.0
10.0,4.0,6.0
8.0,5.0,2.0
33.0,23.0,23.0
7.0,13.0,9.0
2.0,1.0,0.0
16.0,11.0,17.0
10.0,13.0,7.0
12.0,12.0,10.0
0.0,0.0,1.0
50.0,52.0,37.0
25.0,20.0,22.0
8.0,10.0,8.0
5.0,7.0,14.0
6.0,4.0,4.0
2.0,4.0,5.0
0.0,1.0,1.0
10.0,10.0,7.0
11.0,10.0,7.0
26.0,19.0,17.0
0.0,0.0,0.0
2.0,10.0,5.0
10.0,3.0,10.0
40.0,38.0,31.0
27.0,17.0,14.0
47.0,41.0,40.0
15.0,11.0,8.0
30.0,26.0,38.0
3.0,2.0,6.0
4.0,5.0,3.0
3.0,4.0,2.0
2.0,1.0,1.0
13.0,7.0,9.0
1.0,0.0,0.0
16.0,9.0,10.0
1.0,1.0,2.0
19.0,15.0,15.0
3.0,5.0,2.0
0.0,0.0,0.0
56.0,60.0,45.0
15.0,8.0,19.0
7.0,9.0,4.0
14.0,10.0,11.0
3.0,4.0,5.0
7.0,7.0,8.0
15.0,17.0,18.0
7.0,10.0,7.0
5.0,6.0,3.0
8.0,5.0,13.0
1.0,3.0,3.0
15.0,13.0,15.0
0.0,0.0,2.0
12.0,14.0,12.0
20.0,18.0,16.0
1.0,1.0,4.0
26.0,24.0,23.0
11.0,17.0,16.0
2.0,4.0,3.0
11.0,6.0,11.0
15.0,14.0,9.0
2.0,0.0,0.0
9.0,11.0,14.0
8.0,14.0,12.0
16.0,15.0,16.0
4.0,0.0,2.0
12.0,12.0,19.0
53.0,67.0,69.0
0.0,0.0,3.0
5.0,9.0,9.0
51.0,49.0,37.0
2.0,7.0,1.0
51.0,56.0,65.0
9.0,7.0,4.0
84.0,84.0,80.0
30.0,29.0,22.0
5.0,4.0,4.0
25.0,26.0,22.0
21.0,22.0,22.0
4.0,2.0,3.0
10.0,11.0,9.0
20.0,20.0,16.0
19.0,15.0,24.0
11.0,4.0,16.0
12.0,9.0,5.0
2.0,1.0,4.0
0.0,1.0,0.0
0.0,2.0,2.0
25.0,13.0,13.0
20.0,30.0,16.0
35.0,27.0,25.0
16.0,16.0,16.0
8.0,12.0,4.0
5.0,4.0,7.0
11.0,22.0,19.0
18.0,15.0,14.0
59.0,65.0,66.0
6.0,5.0,8.0
12.0,7.0,11.0
5.0,6.0,6.0
0.0,0.0,0.0
8.0,10.0,10.0
9.0,8.0,5.0
13.0,14.0,13.0
5.0,2.0,1.0
3.0,3.0,3.0
32.0,20.0,32.0
0.0,0.0,2.0
17.0,8.0,13.0
50.0,42.0,47.0
0.0,1.0,1.0
46.0,42.0,47.0
5.0,9.0,4.0
10.0,10.0,7.0
3.0,3.0,1.0
2.0,1.0,2.0
9.0,14.0,10.0
11.0,7.0,11.0
15.0,17.0,15.0
12.0,4.0,9.0
6.0,5.0,6.0
10.0,9.0,6.0
30.0,19.0,25.0
0.0,2.0,2.0
17.0,20.0,19.0
5.0,8.0,5.0
33.0,31.0,21.0
60.0,54.0,50.0
9.0,8.0,4.0
40.0,28.0,36.0
14.0,11.0,19.0
3.0,2.0,0.0
91.0,89.0,90.0
35.0,37.0,39.0
16.0,17.0,14.0
66.0,65.0,60.0
30.0,28.0,25.0
11.0,11.0,10.0
28.0,39.0,31.0
2.0,8.0,5.0
46.0,45.0,40.0
0.0,0.0,1.0
63.0,58.0,62.0
12.0,11.0,14.0
1.0,4.0,12.0
3.0,7.0,5.0
23.0,17.0,25.0
10.0,12.0,9.0
21.0,21.0,30.0
3.0,7.0,4.0
3.0,3.0,2.0
8.0,11.0,7.0
15.0,13.0,11.0
15.0,13.0,15.0
27.0,43.0,24.0
12.0,10.0,14.0
8.0,9.0,12.0
36.0,21.0,43.0
14.0,10.0,6.0
19.0,15.0,17.0
28.0,16.0,17.0
10.0,8.0,12.0
6.0,5.0,3.0
41.0,33.0,43.0
27.0,19.0,27.0
19.0,12.0,29.0
6.0,5.0,6.0
13.0,5.0,3.0
47.0,59.0,55.0
23.0,22.0,19.0
52.0,40.0,34.0
11.0,20.0,10.0
29.0,25.0,22.0
1.0,8.0,5.0
0.0,0.0,0.0
14.0,16.0,12.0
169.0,168.0,170.0
4.0,4.0,1.0
91.0,80.0,74.0
54.0,51.0,50.0
94.0,87.0,79.0
19.0,17.0,15.0
14.0,21.0,24.0
10.0,9.0,13.0
6.0,4.0,7.0
4.0,1.0,1.0
42.0,49.0,40.0
5.0,1.0,6.0
3.0,2.0,2.0
1.0,0.0,4.0
6.0,7.0,13.0
17.0,18.0,21.0
32.0,28.0,34.0
10.0,10.0,7.0
22.0,18.0,27.0
18.0,26.0,25.0
18.0,11.0,8.0
11.0,10.0,6.0
4.0,3.0,2.0
22.0,23.0,27.0
3.0,3.0,4.0
10.0,7.0,12.0
5.0,8.0,4.0
8.0,9.0,11.0
8.0,7.0,7.0
14.0,16.0,23.0
6.0,11.0,6.0
7.0,4.0,4.0
8.0,8.0,5.0
4.0,1.0,2.0
22.0,12.0,16.0
0.0,0.0,1.0
11.0,6.0,9.0
8.0,1.0,3.0
12.0,16.0,14.0
23.0,22.0,29.0
2.0,3.0,0.0
0.0,1.0,0.0
10.0,8.0,7.0
5.0,7.0,7.0
1.0,1.0,1.0
23.0,27.0,21.0
3.0,2.0,1.0
3.0,10.0,7.0
16.0,12.0,14.0
37.0,41.0,39.0
1.0,1.0,2.0
10.0,8.0,11.0
35.0,31.0,37.0
6.0,11.0,8.0
11.0,9.0,13.0
5.0,5.0,2.0
17.0,15.0,7.0
3.0,2.0,0.0
10.0,5.0,9.0
4.0,1.0,3.0
30.0,28.0,13.0
12.0,12.0,10.0
7.0,7.0,8.0
23.0,17.0,18.0
5.0,1.0,2.0
0.0,0.0,0.0
5.0,7.0,7.0
0.0,0.0,0.0
6.0,10.0,12.0
12.0,9.0,9.0
5.0,5.0,3.0
30.0,27.0,40.0
14.0,14.0,15.0
8.0,8.0,7.0
14.0,7.0,10.0
15.0,14.0,13.0
17.0,24.0,29.0
4.0,7.0,5.0
40.0,43.0,41.0
19.0,13.0,13.0
2.0,1.0,1.0
8.0,7.0,6.0
25.0,20.0,18.0
14.0,11.0,15.0
3.0,6.0,6.0
20.0,15.0,14.0
20.0,21.0,19.0
13.0,12.0,7.0
26.0,16.0,17.0
0.0,0.0,1.0
1.0,0.0,1.0
8.0,4.0,4.0
9.0,4.0,1.0
72.0,80.0,56.0
15.0,10.0,16.0
1.0,2.0,2.0
64.0,77.0,70.0
24.0,14.0,24.0
0.0,0.0,0.0
4.0,4.0,3.0
3.0,5.0,2.0
52.0,54.0,46.0
12.0,6.0,12.0
27.0,35.0,26.0
16.0,16.0,17.0
18.0,22.0,23.0
12.0,16.0,12.0
15.0,10.0,17.0
69.0,70.0,66.0
1.0,0.0,0.0
22.0,9.0,14.0
31.0,25.0,31.0
14.0,14.0,17.0
9.0,7.0,6.0
25.0,23.0,21.0
20.0,15.0,9.0
12.0,6.0,14.0
16.0,22.0,15.0
0.0,0.0,0.0
5.0,8.0,5.0
30.0,31.0,25.0
20.0,22.0,22.0
37.0,27.0,29.0
6.0,5.0,2.0
19.0,18.0,19.0
7.0,4.0,1.0
49.0,38.0,36.0
25.0,36.0,31.0
34.0,28.0,30.0
17.0,19.0,19.0
11.0,7.0,14.0
12.0,15.0,17.0
8.0,9.0,8.0
11.0,13.0,7.0
8.0,16.0,7.0
35.0,32.0,36.0
0.0,0.0,0.0
26.0,16.0,13.0
7.0,9.0,8.0
3.0,4.0,1.0
63.0,75.0,65.0
6.0,9.0,6.0
1.0,2.0,0.0
23.0,25.0,18.0
24.0,25.0,29.0
28.0,19.0,20.0
8.0,14.0,15.0
5.0,8.0,11.0
7.0,5.0,5.0
5.0,9.0,6.0
17.0,11.0,12.0
3.0,2.0,3.0
9.0,11.0,14.0
5.0,4.0,3.0
47.0,45.0,41.0
9.0,9.0,7.0
4.0,3.0,3.0
4.0,3.0,3.0
29.0,24.0,35.0
11.0,9.0,9.0
13.0,15.0,15.0
10.0,2.0,8.0
6.0,10.0,11.0
1.0,2.0,4.0
3.0,2.0,3.0
4.0,4.0,2.0
22.0,26.0,30.0
1.0,5.0,0.0
8.0,8.0,13.0
7.0,6.0,6.0
4.0,2.0,7.0
0.0,0.0,0.0
12.0,8.0,10.0
15.0,19.0,15.0
3.0,11.0,7.0
44.0,41.0,42.0
15.0,19.0,16.0
12.0,6.0,13.0
13.0,7.0,12.0
41.0,32.0,45.0
9.0,13.0,11.0
5.0,7.0,1.0
0.0,6.0,0.0
8.0,7.0,7.0
2.0,9.0,8.0
5.0,3.0,2.0
5.0,4.0,6.0
6.0,3.0,5.0
6.0,10.0,4.0
13.0,10.0,8.0
3.0,4.0,8.0
1.0,0.0,6.0
7.0,7.0,11.0
8.0,5.0,4.0
0.0,1.0,3.0
10.0,11.0,10.0
9.0,6.0,7.0
10.0,9.0,11.0
7.0,1.0,2.0
29.0,21.0,24.0
24.0,25.0,24.0
19.0,10.0,5.0
4.0,1.0,3.0
34.0,48.0,40.0
2.0,4.0,2.0
12.0,14.0,14.0
14.0,17.0,10.0
3.0,3.0,3.0
13.0,15.0,18.0
12.0,12.0,4.0
8.0,7.0,4.0
10.0,10.0,12.0
5.0,7.0,1.0
14.0,8.0,5.0
31.0,20.0,16.0
12.0,7.0,9.0
17.0,15.0,17.0
94.0,99.0,95.0
9.0,2.0,2.0
69.0,63.0,60.0
13.0,9.0,8.0
22.0,20.0,25.0
5.0,2.0,6.0
2.0,6.0,5.0
7.0,2.0,0.0
1.0,0.0,3.0
33.0,29.0,36.0
3.0,3.0,2.0
9.0,6.0,8.0
0.0,0.0,0.0
2.0,6.0,2.0
8.0,5.0,6.0
6.0,6.0,2.0
6.0,2.0,1.0
48.0,48.0,52.0
7.0,5.0,6.0
9.0,10.0,11.0
4.0,3.0,2.0
7.0,5.0,4.0
12.0,11.0,11.0
11.0,13.0,10.0
21.0,17.0,16.0
3.0,1.0,0.0
5.0,2.0,6.0
41.0,37.0,49.0
8.0,3.0,1.0
5.0,2.0,9.0
2.0,5.0,6.0
2.0,2.0,1.0
1.0,0.0,0.0
32.0,33.0,25.0
1.0,1.0,3.0
33.0,34.0,33.0
12.0,11.0,16.0
11.0,7.0,6.0
32.0,23.0,35.0
9.0,6.0,8.0
13.0,14.0,18.0
43.0,45.0,44.0
4.0,3.0,6.0
11.0,17.0,13.0
40.0,45.0,48.0
0.0,3.0,2.0
0.0,3.0,5.0
2.0,0.0,0.0
30.0,41.0,26.0
7.0,8.0,9.0
5.0,10.0,3.0
2.0,9.0,1.0
14.0,9.0,10.0
68.0,78.0,76.0
1.0,0.0,0.0
18.0,10.0,18.0
4.0,7.0,3.0
22.0,26.0,22.0
0.0,1.0,1.0
6.0,7.0,4.0
8.0,4.0,7.0
31.0,26.0,24.0
5.0,6.0,11.0
12.0,13.0,9.0
8.0,8.0,8.0
3.0,2.0,4.0
0.0,0.0,0.0
14.0,9.0,5.0
8.0,2.0,7.0
2.0,4.0,1.0
1.0,1.0,1.0
21.0,19.0,20.0
14.0,10.0,7.0
4.0,8.0,2.0
21.0,17.0,28.0
14.0,8.0,10.0
3.0,3.0,7.0
0.0,0.0,0.0
19.0,17.0,13.0
25.0,18.0,17.0
4.0,6.0,4.0
0.0,6.0,2.0
8.0,4.0,7.0
7.0,2.0,6.0
16.0,10.0,10.0
12.0,14.0,9.0
9.0,6.0,9.0
2.0,2.0,0.0
0.0,0.0,1.0
2.0,2.0,2.0
27.0,25.0,25.0
10.0,5.0,7.0
4.0,9.0,5.0
3.0,4.0,5.0
6.0,3.0,7.0
13.0,21.0,21.0
3.0,0.0,0.0
51.0,54.0,47.0
59.0,52.0,52.0
5.0,3.0,2.0
28.0,15.0,18.0
0.0,4.0,3.0
1.0,0.0,0.0
17.0,25.0,18.0
5.0,3.0,3.0
3.0,2.0,3.0
17.0,15.0,15.0
6.0,14.0,9.0
5.0,6.0,3.0
1.0,0.0,0.0
9.0,8.0,8.0
4.0,2.0,2.0
5.0,1.0,2.0
1.0,2.0,1.0
19.0,13.0,20.0
11.0,12.0,7.0
21.0,11.0,17.0
1.0,0.0,0.0
6.0,5.0,4.0
15.0,14.0,17.0
23.0,16.0,15.0
22.0,23.0,23.0
6.0,7.0,3.0
8.0,6.0,4.0
3.0,3.0,3.0
2.0,1.0,0.0
4.0,0.0,2.0
6.0,7.0,5.0
24.0,21.0,21.0
26.0,23.0,25.0
5.0,3.0,2.0
25.0,22.0,17.0
2.0,5.0,3.0
16.0,14.0,20.0
35.0,32.0,36.0
19.0,23.0,20.0
14.0,10.0,9.0
11.0,8.0,13.0
8.0,12.0,14.0
26.0,12.0,19.0
19.0,16.0,15.0
6.0,14.0,8.0
37.0,36.0,27.0
24.0,27.0,22.0
4.0,9.0,9.0
11.0,8.0,10.0
14.0,12.0,11.0
4.0,2.0,5.0
8.0,10.0,13.0
29.0,24.0,23.0
38.0,33.0,30.0
15.0,10.0,12.0
15.0,7.0,8.0
12.0,7.0,8.0
7.0,9.0,12.0
1.0,8.0,1.0
7.0,16.0,12.0
21.0,22.0,18.0
16.0,14.0,19.0
10.0,27.0,15.0
61.0,73.0,62.0
7.0,7.0,6.0
13.0,17.0,7.0
25.0,20.0,15.0
15.0,22.0,24.0
7.0,2.0,5.0
33.0,23.0,31.0
54.0,52.0,50.0
0.0,0.0,0.0
11.0,14.0,10.0
11.0,14.0,15.0
5.0,6.0,4.0
19.0,15.0,15.0
33.0,27.0,34.0
3.0,3.0,0.0
0.0,0.0,0.0
38.0,33.0,42.0
8.0,8.0,9.0
4.0,2.0,4.0
4.0,5.0,4.0
0.0,0.0,0.0
13.0,21.0,22.0
7.0,5.0,8.0
4.0,6.0,0.0
8.0,17.0,13.0
22.0,26.0,22.0
11.0,9.0,7.0
0.0,2.0,1.0
9.0,6.0,8.0
32.0,26.0,20.0
15.0,14.0,17.0
1.0,6.0,1.0
15.0,13.0,11.0
3.0,4.0,3.0
23.0,14.0,22.0
0.0,0.0,0.0
9.0,3.0,11.0
5.0,9.0,7.0
13.0,6.0,5.0
3.0,4.0,6.0
0.0,0.0,1.0
6.0,4.0,3.0
27.0,13.0,19.0
9.0,10.0,13.0
2.0,1.0,5.0
26.0,23.0,29.0
11.0,13.0,11.0
6.0,8.0,4.0
10.0,14.0,10.0
18.0,26.0,21.0
7.0,5.0,7.0
4.0,2.0,1.0
22.0,18.0,20.0
2.0,3.0,2.0
5.0,6.0,7.0
4.0,3.0,5.0
20.0,18.0,16.0
16.0,17.0,18.0
0.0,0.0,0.0
1.0,8.0,1.0
42.0,42.0,48.0
1.0,1.0,1.0
67.0,48.0,50.0
5.0,6.0,5.0
3.0,6.0,4.0
34.0,30.0,38.0
0.0,3.0,2.0
2.0,3.0,1.0
14.0,13.0,13.0
2.0,2.0,2.0
0.0,4.0,2.0
0.0,0.0,1.0
0.0,0.0,1.0
5.0,6.0,5.0
7.0,5.0,9.0
9.0,17.0,21.0
9.0,11.0,6.0
34.0,31.0,37.0
1.0,1.0,0.0
12.0,10.0,15.0
5.0,4.0,4.0
0.0,0.0,0.0
6.0,9.0,10.0
0.0,1.0,0.0
24.0,29.0,32.0
7.0,8.0,6.0
4.0,5.0,2.0
7.0,6.0,5.0
46.0,40.0,36.0
45.0,47.0,45.0
4.0,6.0,4.0
0.0,0.0,0.0
7.0,8.0,3.0
2.0,4.0,1.0
7.0,6.0,5.0
2.0,1.0,3.0
1.0,1.0,3.0
5.0,4.0,6.0
0.0,0.0,0.0
3.0,6.0,8.0
13.0,14.0,10.0
16.0,12.0,11.0
0.0,1.0,0.0
0.0,2.0,1.0
2.0,1.0,2.0
4.0,8.0,5.0
1.0,0.0,1.0
82.0,85.0,78.0
4.0,5.0,3.0
0.0,0.0,1.0
1.0,1.0,3.0
29.0,28.0,32.0
4.0,15.0,6.0
8.0,9.0,5.0
0.0,2.0,2.0
5.0,8.0,3.0
1.0,0.0,4.0
17.0,21.0,18.0
17.0,8.0,13.0
12.0,11.0,18.0
23.0,18.0,22.0
43.0,48.0,38.0
3.0,1.0,2.0
10.0,8.0,6.0
12.0,6.0,6.0
4.0,11.0,6.0
6.0,2.0,1.0
20.0,11.0,15.0
13.0,3.0,4.0
1.0,0.0,0.0
0.0,0.0,0.0
12.0,12.0,8.0
6.0,6.0,5.0
28.0,28.0,23.0
32.0,25.0,27.0
19.0,20.0,24.0
17.0,15.0,15.0
37.0,42.0,34.0
4.0,8.0,9.0
9.0,6.0,10.0
31.0,21.0,24.0
4.0,8.0,7.0
4.0,2.0,2.0
1.0,2.0,1.0
19.0,22.0,29.0
17.0,19.0,24.0
9.0,8.0,10.0
18.0,17.0,11.0
9.0,5.0,12.0
2.0,1.0,0.0
9.0,11.0,14.0
1.0,2.0,5.0
1.0,0.0,1.0
0.0,1.0,0.0
8.0,8.0,4.0
7.0,7.0,2.0
19.0,23.0,21.0
1.0,1.0,2.0
39.0,47.0,42.0
17.0,19.0,18.0
0.0,0.0,0.0
3.0,2.0,0.0
7.0,6.0,6.0
47.0,42.0,42.0
8.0,3.0,1.0
5.0,9.0,4.0
10.0,11.0,14.0
0.0,0.0,0.0
11.0,14.0,10.0
38.0,34.0,38.0
28.0,26.0,30.0
2.0,2.0,2.0
7.0,7.0,5.0
13.0,11.0,9.0
11.0,9.0,7.0
1.0,0.0,1.0
0.0,0.0,0.0
1.0,0.0,1.0
14.0,18.0,16.0
2.0,3.0,3.0
0.0,2.0,0.0
6.0,7.0,5.0
4.0,3.0,4.0
4.0,2.0,3.0
10.0,10.0,14.0
25.0,23.0,29.0
15.0,14.0,15.0
23.0,14.0,22.0
12.0,8.0,6.0
6.0,1.0,7.0
5.0,2.0,4.0
3.0,2.0,5.0
7.0,4.0,7.0
13.0,18.0,14.0
2.0,4.0,0.0
27.0,29.0,21.0
4.0,7.0,3.0
12.0,15.0,6.0
20.0,16.0,14.0
19.0,20.0,19.0
0.0,0.0,0.0
12.0,7.0,8.0
1.0,0.0,0.0
10.0,6.0,6.0
38.0,42.0,37.0
25.0,27.0,33.0
12.0,13.0,9.0
3.0,2.0,1.0
6.0,4.0,2.0
7.0,6.0,5.0
13.0,14.0,14.0
5.0,13.0,7.0
14.0,9.0,14.0
9.0,7.0,9.0
11.0,11.0,8.0
41.0,32.0,39.0
17.0,14.0,14.0
30.0,31.0,27.0
4.0,6.0,5.0
19.0,20.0,17.0
0.0,0.0,0.0
6.0,8.0,5.0
31.0,25.0,25.0
16.0,13.0,15.0
2.0,6.0,3.0
9.0,9.0,6.0
8.0,14.0,14.0
0.0,0.0,0.0
13.0,14.0,17.0
28.0,26.0,24.0
35.0,33.0,40.0
5.0,4.0,3.0
5.0,4.0,2.0
34.0,31.0,28.0
24.0,21.0,20.0
4.0,4.0,4.0
15.0,15.0,17.0
13.0,20.0,7.0
8.0,8.0,8.0
10.0,10.0,9.0
9.0,7.0,0.0
11.0,15.0,20.0
30.0,31.0,28.0
20.0,25.0,18.0
13.0,14.0,20.0
63.0,63.0,54.0
29.0,28.0,27.0
34.0,31.0,26.0
3.0,5.0,3.0
18.0,9.0,15.0
24.0,21.0,32.0
4.0,3.0,4.0
21.0,23.0,17.0
51.0,49.0,39.0
8.0,8.0,5.0
10.0,17.0,23.0
8.0,9.0,8.0
16.0,14.0,15.0
12.0,10.0,7.0
22.0,17.0,15.0
8.0,11.0,17.0
22.0,16.0,22.0
20.0,20.0,23.0
19.0,16.0,14.0
26.0,18.0,24.0
12.0,9.0,5.0
6.0,13.0,8.0
17.0,22.0,20.0
7.0,5.0,17.0
18.0,15.0,12.0
17.0,15.0,13.0
0.0,0.0,1.0
30.0,22.0,26.0
74.0,85.0,78.0
3.0,3.0,3.0
24.0,33.0,24.0
24.0,24.0,21.0
6.0,11.0,4.0
18.0,15.0,22.0
21.0,19.0,17.0
2.0,2.0,3.0
5.0,5.0,8.0
50.0,47.0,50.0
17.0,7.0,15.0
1.0,0.0,3.0
21.0,14.0,15.0
28.0,17.0,25.0
30.0,30.0,33.0
20.0,19.0,23.0
13.0,10.0,9.0
29.0,28.0,30.0
17.0,18.0,16.0
2.0,2.0,0.0
18.0,17.0,16.0
5.0,5.0,8.0
23.0,32.0,30.0
5.0,6.0,3.0
22.0,29.0,24.0
38.0,31.0,36.0
2.0,3.0,2.0
10.0,10.0,10.0
12.0,8.0,6.0
0.0,0.0,0.0
21.0,18.0,19.0
60.0,49.0,47.0
2.0,7.0,5.0
4.0,5.0,5.0
5.0,3.0,4.0
42.0,39.0,43.0
2.0,4.0,2.0
10.0,9.0,12.0
22.0,22.0,26.0
3.0,6.0,3.0
7.0,8.0,8.0
7.0,19.0,10.0
36.0,30.0,32.0
5.0,7.0,6.0
18.0,17.0,12.0
5.0,3.0,4.0
4.0,1.0,4.0
9.0,10.0,6.0
4.0,0.0,0.0
2.0,1.0,3.0
16.0,13.0,13.0
29.0,28.0,33.0
11.0,10.0,14.0
6.0,5.0,5.0
24.0,27.0,23.0
2.0,3.0,6.0
42.0,36.0,42.0
33.0,23.0,22.0
0.0,2.0,4.0
25.0,26.0,24.0
35.0,33.0,28.0
50.0,51.0,51.0
20.0,24.0,22.0
