states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-84.07610044548055,-83.96645488260788,-83.98404362873669,-84.06281277118822,-83.72191903555358,-84.0464859057592
"(0, 1)",-84.28099541796436,-84.01379318724713,-84.30256828395306,-84.26511795381694,-84.28390319416113,-84.27750180897974
"(0, 2)",-83.84567552341926,-83.76558515204322,-83.899568172354,-83.93506402643763,-83.8435449270703,-83.8382814984756
"(0, 3)",-84.23857579303791,-84.0920372770693,-84.12008702349485,-83.82563191781409,-84.26049300286621,-84.27733216842863
"(0, 4)",-84.1798088914255,-84.19227553363245,-84.18418291395426,-84.25057318237307,-84.22241353258138,-84.19678649388419
"(0, 5)",-84.19988238166582,-84.2435445339161,-84.24590565608287,-84.22711403785439,-84.17957868097557,-83.73774770381121
"(0, 6)",-84.20223624696018,-84.2434022092047,-84.17752971409914,-84.19918342012801,-84.2428945899764,-84.23642511193468
"(0, 7)",-84.17927946331835,-84.24584275386356,-84.19950008632648,-84.22682831136979,-84.1927347247715,-83.9504493964928
"(0, 8)",-84.18964074798734,-84.18564561459257,-84.24374972255127,-84.23052222563798,-84.1722091482282,-84.19622929024513
"(0, 9)",-84.21178958618559,-84.23894429262427,-84.19627301039716,-84.25135610584209,-84.17441763165687,-84.19668816254848
"(0, 10)",-84.23149651519886,-84.24917159401593,-84.20121303641035,-84.19136971041272,-84.22762150359031,-84.1757701624619
"(0, 11)",-84.18847839144208,-84.18061433150365,-84.18372635556278,-84.17141786380024,-84.15522467466602,-84.22869285093887
"(0, 12)",-84.18514157602716,-84.17398833690653,-84.17720993415514,-84.22533926240075,-84.23999339314321,-84.20058245727014
"(0, 13)",-84.18291781808846,-84.18046427022858,-84.23612807445782,-84.18629258707251,-84.22969476582105,-84.23279130407795
"(0, 14)",-84.1771489240092,-84.22403904944454,-84.1816862839002,-84.23523662306238,-84.16391518745647,-84.15537329533129
"(0, 15)",-84.23586627698265,-84.21345290134397,-84.19031171247458,-84.23778763256277,-84.19654724216933,-84.21668924226661
"(0, 16)",-84.20604040663741,-84.21910820057073,-84.21836605353822,-84.23258323201978,-84.20991784008177,-84.17931657239222
"(0, 17)",-84.16216749987026,-84.22185940434395,-84.17044025108419,-84.20478867823292,-84.22206778631512,-84.18658702274247
"(0, 18)",-84.16575022256856,-84.19761423491622,-84.18971734454476,-84.17299140680164,-84.23414471977482,-84.20942400979959
"(0, 19)",-84.24027719354734,-84.220305605686,-84.20479200928413,-84.24355195218544,-84.23553756370555,-84.24175368950736
