states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-23.063808783175087,-23.159372603850535,-21.93402532851146,-23.344628405121504,-22.444612683618786,-23.18542034674362
"(0, 1)",-11.182431464831414,-7.286100959661728,-6.4894462238642046,-7.3618503865445835,-10.4780856103685,-9.16438147609697
"(0, 2)",-20.256690562785398,-20.145298503978218,-20.21369874681565,-20.327690273998794,-19.800969717537832,-20.258934774353154
"(0, 3)",-16.115688609591857,-16.592343360608456,-16.37114216524084,-16.1528198502963,-15.950502527462909,-16.194075185146538
"(0, 4)",-5.427094885508361,-5.506772784989414,-5.4351951983878095,-5.429813619527553,-5.387270837110522,-5.56253007746145
"(0, 5)",-4.476163727160322,-4.480681747808458,-4.470436900742159,-4.704324734240641,-4.471643250316113,-4.684684275812721
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-21.110292372842736,-21.075771110364364,-20.940143541570503,-20.990262420350895,-20.7347155825056,-21.133606774231634
"(1, 1)",-20.90163501110679,-21.138618558114054,-20.64691254396577,-20.889527555413057,-20.910629433674426,-21.129579050678878
"(1, 2)",-19.868322525043023,-20.536665441936933,-19.571630092338232,-20.6452547559155,-20.029337398708684,-20.510660255721277
"(1, 3)",-19.505742227077555,-19.80053135332341,-19.798733396475114,-20.523186573594053,-19.78587232345633,-20.285218983258456
"(1, 4)",-18.048473375766054,-17.86827327463665,-17.963453260236193,-17.900217604879813,-17.93405389623544,-18.58667436156195
"(1, 5)",-15.971475110999524,-15.786321823920932,-15.790589728290717,-16.09366110944754,-15.785201790660935,-15.79354000883223
"(1, 6)",-12.170078781377372,-12.482948868518918,-12.153349207670601,-12.376363779685665,-12.426745496127594,-12.706240828096938
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
