states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-1811.9039070917847,-1815.1455018695501,-1792.0614999635814,-1828.527647390624,-1804.8811575453879,-1821.3522848298985
"(0, 1)",-708.115285416583,-737.9397468563661,-707.6170748271304,-694.8999796524923,-695.748959570309,-650.6397387061812
"(0, 2)",-1753.5005316886436,-1752.7168895381506,-1752.0116499177234,-1749.8417695189753,-1747.2292044620215,-1757.8305249316038
"(0, 3)",-1422.5158234044077,-1427.696632379642,-1422.4864661271934,-1409.4259576663444,-1414.6836718894212,-1426.3451426288987
"(0, 4)",-574.0223040267347,-576.296765027963,-578.7698038117446,-569.5527819822485,-573.3083788823855,-577.6779999685652
"(0, 5)",-506.851870203075,-500.2150723492586,-503.5221955674456,-519.441021008504,-495.6792981208426,-512.7393139155093
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-1753.6655813003051,-1738.260882330584,-1730.679514921603,-1741.5011702851955,-1715.7406579252638,-1731.0783348596829
"(1, 1)",-1763.0026697728283,-1810.1082844006744,-1721.6945196867412,-1796.9812212045597,-1771.2844651211844,-1793.4043934050042
"(1, 2)",-1705.2160446277826,-1795.7406241798965,-1761.2706018094543,-1804.7556214898182,-1774.062923408508,-1798.9416107740515
"(1, 3)",-1762.3033742870207,-1703.322256006463,-1771.9001364152596,-1807.7212727447086,-1773.7119675352578,-1776.3327532434118
"(1, 4)",-1754.3164273580899,-1684.7029107883388,-1757.2428750393096,-1686.322881463008,-1743.7459468584152,-1797.231223452999
"(1, 5)",-1650.2526466773625,-1646.7707943328146,-1639.9198506329585,-1646.0127130768574,-1640.939567497138,-1644.6477844178885
"(1, 6)",-1366.0888132094458,-1364.9409486147551,-1377.6970296687546,-1363.055116162087,-1392.5508177793722,-1389.8784902161208
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(2, 0)",-1723.0898627398503,-1709.3027824304063,-1702.3268116514873,-1710.6593595100296,-1698.9998022895525,-1705.0508759530549
"(2, 1)",-1689.2152530072585,-1701.8399453494121,-1683.1927043909354,-1699.4388116079222,-1622.2535599594069,-1684.204423904276
"(2, 2)",-1696.4373442678886,-1822.0788248503527,-1628.5156166247261,-1795.849183104044,-1684.619819224463,-1797.4360291897754
"(2, 3)",-1621.2818469637484,-1705.7152954194842,-1678.7315796604787,-1805.0523879578054,-1662.088527585002,-1790.740226938505
"(2, 4)",-1675.6239107535164,-1701.5057431655307,-1706.9646237601548,-1740.0370068619432,-1711.3891245765203,-1803.1372152290928
"(2, 5)",-1719.279198897962,-1709.5162163079046,-1712.9059906566752,-1672.4419046206608,-1709.635128728805,-1715.433435627652
