states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-1842.5610024072298,-1852.1244634653765,-1842.6019815606223,-1847.1901542296375,-1801.525752650206,-1851.7460028269704
"(0, 1)",-1027.8009476614702,-1028.621647015627,-1027.3231980326689,-1028.2804902914565,-1026.936296504469,-1034.6069979785639
"(0, 2)",-1690.3810533765702,-1693.946285181658,-1684.5876665736052,-1690.7293796828326,-1677.0020643669297,-1686.0867580069207
"(0, 3)",-1417.6613104243222,-1429.2371856800878,-1385.3889748079446,-1392.0781019178396,-1386.4894097828987,-1387.6907099938705
"(0, 4)",-937.9177349724699,-945.2464567919515,-939.7318821841674,-938.2441063419269,-936.0442494054535,-935.4446434550191
"(0, 5)",-646.4730984485444,-648.7108522182546,-649.0749579407936,-646.5870418395934,-646.3617725019293,-656.7663195868444
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-1775.4987108159935,-1777.346952841278,-1770.4730794459745,-1772.0559889570284,-1769.5770674859787,-1773.5886058455123
"(1, 1)",-1798.7741627418964,-1803.6513254309018,-1802.5248467839451,-1817.342670996328,-1799.3786124943138,-1799.687865287897
"(1, 2)",-1778.4939662023953,-1843.1712148933082,-1767.9163664711339,-1852.8585452272123,-1750.2144118397428,-1831.2989606559538
"(1, 3)",-1722.4669066095657,-1726.366512597843,-1707.672667694895,-1814.7635785566983,-1730.8094668913348,-1787.944321777817
"(1, 4)",-1702.5624498284933,-1724.082090329355,-1738.6563816837963,-1724.6350283821125,-1752.104364447094,-1812.1764849301114
"(1, 5)",-1578.2486821262778,-1565.6432929845273,-1569.7017900180983,-1578.2028212159112,-1565.1703521329384,-1569.1436083182916
"(1, 6)",-1327.991012245412,-1307.7189371507097,-1332.216349860544,-1338.0972038845039,-1330.2408564068235,-1324.47608632469
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(2, 0)",-1737.5939148717257,-1751.0104396453264,-1740.2259697734787,-1739.3724120527875,-1670.964916915453,-1739.6676001950163
"(2, 1)",-1732.1023116119727,-1767.0330506690552,-1723.281373475931,-1733.9124550170725,-1686.7006769486766,-1748.1488519429859
"(2, 2)",-1718.230366875998,-1861.7641627842152,-1717.7024706929228,-1849.882649353895,-1706.6710894812745,-1849.506245211907
"(2, 3)",-1686.3748376368483,-1785.2742446394595,-1768.5711823726756,-1805.01133189304,-1779.8955038047511,-1792.0566604880166
"(2, 4)",-1693.7178009223087,-1702.0950931204275,-1704.347838652882,-1762.698483389249,-1683.8718276955226,-1868.52835816119
"(2, 5)",-1690.6556466996442,-1680.0190922660784,-1675.9882622214634,-1662.3417712669961,-1676.3060552997827,-1773.1319208096627
"(2, 6)",-1769.6952084142679,-1782.7877467721894,-1781.7128665751732,-1692.1232331287374,-1780.718601678089,-1781.3833987214957
