right 1,left 1,right 2,left 2,right 3,left 3
-3.020930612056786,-3.026759303048433,-3.0193779556835647,-3.051180786846454,-3.025297556032631,-3.05961624865622
-4.136395795458616,-4.184059243713767,-3.932479191116682,-4.214842131978877,-4.159668828787526,-4.173093851048436
-4.783443782379452,-4.757519564022291,-4.770789711709032,-4.735213935057498,-4.747991280143247,-4.746619799451205
-5.2293624592336245,-5.232780493346508,-5.202550341240826,-5.193504468022965,-5.035331199222617,-5.221935118709574
-5.621550328422727,-5.677475481692328,-5.618220819898833,-5.621295181127564,-5.622876182447384,-5.694878609774067
-5.938369474700901,-5.975222360708564,-5.936262047492931,-5.90414825384843,-5.088841674979165,-5.977511152885696
-6.046744835002403,-6.069247138347856,-6.042789835793672,-6.084889936885419,-5.955298276795689,-6.0715336417328105
-6.370527601427074,-6.444406940906375,-6.406759685308586,-6.3663536156596825,-5.068010459859072,-6.446684311987667
-6.730881647420934,-6.724793146860072,-6.719710046703031,-6.7375883931805145,-6.28832014556218,-6.736239461604805
-6.730881647420934,-6.724793146860072,-5.860103574578041,-6.7375883931805145,-6.7302412137849865,-6.801236615299903
-6.795691141149256,-6.818068353713212,-6.820093751281352,-6.820801698473693,-6.443223508430052,-6.8469604767014385
-6.640944286702353,-6.818068353713212,-6.820093751281352,-6.820801698473693,-6.522994624351847,-6.8469604767014385
-6.715145157128075,-6.818068353713212,-6.820093751281352,-6.820801698473693,-6.383951938610806,-6.8469604767014385
-6.782273533669059,-6.818068353713212,-6.820093751281352,-6.820801698473693,-6.754308347295742,-6.8469604767014385
-6.788763099051325,-6.818068353713212,-6.820093751281352,-6.870629922660018,-5.92425173555865,-6.8469604767014385
-6.788763099051325,-6.832936735587483,-6.820093751281352,-6.870629922660018,-5.882562547748416,-6.8469604767014385
-6.788763099051325,-6.832936735587483,-6.919539332410452,-6.870629922660018,-6.70664207303078,-6.8469604767014385
-6.788763099051325,-6.832936735587483,-6.5751736005596735,-6.870629922660018,-6.163155728737764,-6.8469604767014385
-6.788763099051325,-6.832936735587483,-6.756653522535291,-6.870629922660018,-6.266314033262626,-6.8469604767014385
-6.788763099051325,-6.832936735587483,-6.80779751310272,-6.870629922660018,-6.128490884574376,-6.92151341408789
-6.788763099051325,-6.832936735587483,-6.80779751310272,-6.870629922660018,-5.7464907548700355,-6.92151341408789
-6.788763099051325,-6.832936735587483,-6.80779751310272,-6.870629922660018,-5.673195384685098,-6.959956515662879
-6.788763099051325,-6.832936735587483,-6.80779751310272,-6.766870161636934,-5.949057053157078,-6.993521638085659
-6.8511306499692655,-6.832936735587483,-6.80779751310272,-6.903640830413953,-5.8034876857110795,-6.993521638085659
-6.8511306499692655,-6.832936735587483,-6.80779751310272,-6.903640830413953,-6.519406304320164,-6.993521638085659
-6.8511306499692655,-6.832936735587483,-6.828044480589546,-6.903640830413953,-6.791834768576657,-6.993521638085659
-6.8511306499692655,-6.832936735587483,-6.828044480589546,-6.903640830413953,-6.688763712947713,-7.012629945158877
-6.8511306499692655,-6.75008634844489,-6.828044480589546,-6.903640830413953,-6.144056847538727,-7.012629945158877
-6.8511306499692655,-6.5933254371098915,-6.828044480589546,-6.922357549400726,-6.471755257219229,-7.012629945158877
-6.8511306499692655,-6.873265334181547,-6.890379234560699,-6.922357549400726,-5.673223953042452,-7.012629945158877
