states,right 1,left 1,right 2,left 2,right 3,left 3
"(0, 0)",-15.896621558420248,-16.898193745115428,-16.90940225305429,-16.89631851279349,-16.89377075913577,-16.945905440881248
"(0, 1)",-14.977522212155517,-15.041584398953677,-14.975892857222023,-14.988182140040633,-14.811797970622868,-15.120460947824048
"(0, 2)",-15.965874737835781,-15.981470354216302,-15.15201929567968,-15.962940178885766,-15.969845279262668,-16.01957344620166
"(0, 3)",-13.495437534322523,-13.58035048108649,-13.508328762614966,-13.268508019200018,-13.226846708885217,-13.411654996726934
"(0, 4)",-10.927738490835338,-11.010267123750367,-11.071773669769591,-10.797053791750464,-10.877089872844245,-11.177879284826961
"(0, 5)",-9.636423335168883,-9.669408526456683,-9.603549662855965,-9.762433080076983,-9.905849040615777,-10.019470690106706
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(0, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 0)",-16.24941512388157,-16.306856269018954,-16.177225982808487,-16.40885451846502,-15.93391195290711,-16.13318337376217
"(1, 1)",-16.470628513530134,-16.749216177978965,-15.916981211825108,-16.711967422258667,-16.446584261360833,-16.71550176280517
"(1, 2)",-15.788608562788635,-16.847529342134614,-16.24078623736734,-16.53815946869847,-16.23967207031636,-16.646079274746267
"(1, 3)",-16.17821702900803,-16.175562883821595,-16.169382174846312,-16.996561484441813,-16.249543312674746,-16.713857820648574
"(1, 4)",-16.132899514797437,-16.145515785701036,-16.199941925799315,-16.193713151270014,-16.191120378363586,-17.100375640939454
"(1, 5)",-15.696593308841718,-15.65299804436862,-15.65177649707315,-15.669614503582064,-15.687568865202808,-15.669095219774135
"(1, 6)",-12.587566620004601,-12.823115479410797,-12.63845434907363,-12.635303755969355,-12.76774701880008,-12.7811700451626
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 15)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 17)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
"(1, 19)",0.0,0.0,0.0,0.0,0.0,0.0
"(2, 0)",-15.491807434275069,-15.533967228993806,-15.421419676663131,-15.500448720739383,-15.222862078190047,-15.400183395443706
"(2, 1)",-15.824325897418142,-15.768370120732667,-15.479900398119197,-15.418240955965615,-15.162592250577047,-15.944385429106129
"(2, 2)",-15.582922182576445,-17.096177055848727,-15.572759193140875,-16.90437109477815,-15.350439662360763,-16.883233027157214
"(2, 3)",-14.879168098481228,-16.042312451649675,-15.392332904735692,-16.81925443914624,-15.454990480609013,-16.79020427841456
"(2, 4)",-15.523514859421152,-15.420894557870835,-15.483560967734,-16.08760091971552,-15.595967755021672,-17.07147719167952
"(2, 5)",-15.481310060392296,-15.368315998861748,-15.470274834767716,-15.431286136307127,-16.257430562616776,-16.12869539813167
"(2, 6)",-15.880112157482406,-15.96161266396562,-16.003591781196388,-15.722660463925331,-15.954968875601766,-15.112562494516514
"(2, 7)",-15.942014337677278,-15.704175268521118,-15.89652402797329,-15.86181353462219,-16.001538028883587,-15.309063092076311
"(2, 8)",-15.65725958278634,-15.701860980167808,-15.666751120162372,-15.714840627290837,-15.698195234824759,-15.702366587246958
"(2, 9)",-15.547625868425056,-15.594487480738476,-15.59248838923414,-15.532943324797241,-15.611656030728742,-15.557751986957804
"(2, 10)",-15.56827084201647,-15.549767334795385,-15.595304583802237,-15.594371259658772,-15.621246825388624,-15.544015020959055
"(2, 11)",-15.618419813397615,-15.622659302986195,-15.668541090131114,-15.59162351329855,-15.603291744570292,-15.680586218385484
"(2, 12)",-15.6581995423439,-15.618552692545071,-15.599395182247848,-15.586487003265589,-15.581356634462157,-15.633757613145006
"(2, 13)",-15.610203523033935,-15.657708368046041,-15.626406968492761,-15.680880453620139,-15.659282900929526,-15.630168897197661
"(2, 14)",-15.602009277745497,-15.569438780413583,-15.700280290466036,-15.58620121511144,-15.624523544412039,-15.614367873976386
"(2, 15)",-15.633274457090906,-15.58862925365911,-15.592202914048595,-15.638912173216724,-15.566194364937244,-15.596731146938856
"(2, 16)",-15.676394107782674,-15.658529342149604,-15.69152690407729,-15.646298074169206,-15.65996627265638,-15.703965793805237
"(2, 17)",-15.614194022764654,-15.635445202888983,-15.62825192435619,-15.581027071913109,-15.566902266035,-15.650948966587956
